t,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
5.12000000e-01,2.77377765e+07,2.62815541e+07,2.47753586e+07,2.31917696e+07,2.15660454e+07,1.99994854e+07,1.85536364e+07,1.71392828e+07,1.55932574e+07,1.39187087e+07,1.23460959e+07,1.10155183e+07,9.71175837e+06,8.20109059e+06,6.70202011e+06,5.47345416e+06,4.19869575e+06,2.78478886e+06,1.68687937e+06,5.84582544e+05
5.20000000e-01,2.74822151e+07,2.60377690e+07,2.45633660e+07,2.30303109e+07,2.14491400e+07,1.99009434e+07,1.84561400e+07,1.70510980e+07,1.55299849e+07,1.38762558e+07,1.23060758e+07,1.09742732e+07,9.68175814e+06,8.18027047e+06,6.67322044e+06,5.44166573e+06,4.18316820e+06,2.77727910e+06,1.67800651e+06,5.81130562e+05
5.28000000e-01,2.72077317e+07,2.57761023e+07,2.43350512e+07,2.28547387e+07,2.13201945e+07,1.97909657e+07,1.83462474e+07,1.69501905e+07,1.54566743e+07,1.38285087e+07,1.22635752e+07,1.09294214e+07,9.64596621e+06,8.15399826e+06,6.64125076e+06,5.40863924e+06,4.16799739e+06,2.77134193e+06,1.67035882e+06,5.77919736e+05
5.36000000e-01,2.69148180e+07,2.54976785e+07,2.40915178e+07,2.26655179e+07,2.11790919e+07,1.96694926e+07,1.82244246e+07,1.68373325e+07,1.53738141e+07,1.37754066e+07,1.22182529e+07,1.08807427e+07,9.60445412e+06,8.12259656e+06,6.60650872e+06,5.37454365e+06,4.15292743e+06,2.76648320e+06,1.66358120e+06,5.74874830e+05
5.44000000e-01,2.66040960e+07,2.52036302e+07,2.38338020e+07,2.24630412e+07,2.10257017e+07,1.95365381e+07,1.80912741e+07,1.67134216e+07,1.52819258e+07,1.37168107e+07,1.21696497e+07,1.08279634e+07,9.55734599e+06,8.08649453e+06,6.56947007e+06,5.33955355e+06,4.13764496e+06,2.76213163e+06,1.65726835e+06,5.71910363e+05
5.52000000e-01,2.62763023e+07,2.48950904e+07,2.35628813e+07,2.22476532e+07,2.08599032e+07,1.93921897e+07,1.79475041e+07,1.65794405e+07,1.51815465e+07,1.36525226e+07,1.21172292e+07,1.07707873e+07,9.50481616e+06,8.04619660e+06,6.53065367e+06,5.30383746e+06,4.12179964e+06,2.75767524e+06,1.65099101e+06,5.68936261e+05
5.60000000e-01,2.59322664e+07,2.45731868e+07,2.32796869e+07,2.20196792e+07,2.06816098e+07,1.92366041e+07,1.77938931e+07,1.64364137e+07,1.50732102e+07,1.35823068e+07,1.20604215e+07,1.07089272e+07,9.44708588e+06,8.00224892e+06,6.49058478e+06,5.26754614e+06,4.10502537e+06,2.75249863e+06,1.64432276e+06,5.65863592e+05
5.68000000e-01,2.55728879e+07,2.42390370e+07,2.29851202e+07,2.17794534e+07,2.04907907e+07,1.90700014e+07,1.76312534e+07,1.62853645e+07,1.49574329e+07,1.35059145e+07,1.19986682e+07,1.06421352e+07,9.38441816e+06,7.95520552e+06,6.44975964e+06,5.23080215e+06,4.08696183e+06,2.74601944e+06,1.63686589e+06,5.62610076e+05
5.76000000e-01,2.51991145e+07,2.38937445e+07,2.26800674e+07,2.15273465e+07,2.02874902e+07,1.88926574e+07,1.74603957e+07,1.61272763e+07,1.48346996e+07,1.34231071e+07,1.19314620e+07,1.05702284e+07,9.31711069e+06,7.90559596e+06,6.40861350e+06,5.19369206e+06,4.06727568e+06,2.73772238e+06,1.62827508e+06,5.59105111e+05
5.84000000e-01,2.48119238e+07,2.35383956e+07,2.23654117e+07,2.12637865e+07,2.00718430e+07,1.87048964e+07,1.72820999e+07,1.59630615e+07,1.47054564e+07,1.33336782e+07,1.18583822e+07,1.04931088e+07,9.24548678e+06,7.85389637e+06,6.36749436e+06,5.15626190e+06,4.04568055e+06,2.72718904e+06,1.61827779e+06,5.55294014e+05
5.92000000e-01,2.44123102e+07,2.31740560e+07,2.20420412e+07,2.09892740e+07,1.98440845e+07,1.85070848e+07,1.70970922e+07,1.57935375e+07,1.45701054e+07,1.32374727e+07,1.17791203e+07,1.04107758e+07,9.16988492e+06,7.80050548e+06,6.32664375e+06,5.11851633e+06,4.02195454e+06,2.71412178e+06,1.60668990e+06,5.51141255e+05
6.00000000e-01,2.40012777e+07,2.28017676e+07,2.17108514e+07,2.07043896e+07,1.96045558e+07,1.82996263e+07,1.69060298e+07,1.56194132e+07,1.44290052e+07,1.31344016e+07,1.16934981e+07,1.03233311e+07,9.09064794e+06,7.74572704e+06,6.28618561e+06,5.08042106e+06,3.99595416e+06,2.69836019e+06,1.59342589e+06,5.46632467e+05
6.08000000e-01,2.35798383e+07,2.24225458e+07,2.13727440e+07,2.04097948e+07,1.93537055e+07,1.80829589e+07,1.67094938e+07,1.54412831e+07,1.42824729e+07,1.30244514e+07,1.16014749e+07,1.02309767e+07,9.00811255e+06,7.68975965e+06,6.24612345e+06,5.04190812e+06,3.96762335e+06,2.67988889e+06,1.57850278e+06,5.41775138e+05
6.16000000e-01,2.31490148e+07,2.20373766e+07,2.10286203e+07,2.01062267e+07,1.90920859e+07,1.78575542e+07,1.65079899e+07,1.52596298e+07,1.41307894e+07,1.29076892e+07,1.15031467e+07,1.01340069e+07,8.92260058e+06,7.63269443e+06,6.20634558e+06,5.00288314e+06,3.93699691e+06,2.65883619e+06,1.56203756e+06,5.36597906e+05
6.24000000e-01,2.27098464e+07,2.16472131e+07,2.06793727e+07,1.97944877e+07,1.88203477e+07,1.76239181e+07,1.63019543e+07,1.50748329e+07,1.39742058e+07,1.27842612e+07,1.13987366e+07,1.00327960e+07,8.83441238e+06,7.57452029e+06,6.16663760e+06,4.96323365e+06,3.90419776e+06,2.63546361e+06,1.54423846e+06,5.31148547e+05
6.32000000e-01,2.22633969e+07,2.12529739e+07,2.03258740e+07,1.94754323e+07,1.85392313e+07,1.73825924e+07,1.60917654e+07,1.48871820e+07,1.38129497e+07,1.26543879e+07,1.12885794e+07,9.92778154e+06,8.74382311e+06,7.51513634e+06,6.12670081e+06,4.92283782e+06,3.86942820e+06,2.61014690e+06,1.52539037e+06,5.25490778e+05
6.40000000e-01,2.18107621e+07,2.08555410e+07,1.99689667e+07,1.91499526e+07,1.82495573e+07,1.71341573e+07,1.58777572e+07,1.46968933e+07,1.36472326e+07,1.25183549e+07,1.11731006e+07,9.81944712e+06,8.65108190e+06,7.45437002e+06,6.08617519e+06,4.88157272e+06,3.83295584e+06,2.58335012e+06,1.50583587e+06,5.19700118e+05
6.48000000e-01,2.13530763e+07,2.04557586e+07,1.96094539e+07,1.88189635e+07,1.79522150e+07,1.68792338e+07,1.56602349e+07,1.45041274e+07,1.34772557e+07,1.23765004e+07,1.10527934e+07,9.70830358e+06,8.55641356e+06,7.39199937e+06,6.04466500e+06,4.83932180e+06,3.79509540e+06,2.55559469e+06,1.48595292e+06,5.13859096e+05
6.56000000e-01,2.08915167e+07,2.00544336e+07,1.92480913e+07,1.84833883e+07,1.76481515e+07,1.66184844e+07,1.54394901e+07,1.43090075e+07,1.33032164e+07,1.22292030e+07,1.09281933e+07,9.59487103e+06,8.46002230e+06,7.32777756e+06,6.00176541e+06,4.79598129e+06,3.75618791e+06,2.52742569e+06,1.46613104e+06,5.08052163e+05
6.64000000e-01,2.04273048e+07,1.96523361e+07,1.88855830e+07,1.81441476e+07,1.73383597e+07,1.63526131e+07,1.52158144e+07,1.41116360e+07,1.31253128e+07,1.20768674e+07,1.07998549e+07,9.47966194e+06,8.36209655e+06,7.26145777e+06,5.95708840e+06,4.75146542e+06,3.71657902e+06,2.49937794e+06,1.44674757e+06,5.02360640e+05
6.72000000e-01,1.99617042e+07,1.92502024e+07,1.85225801e+07,1.78021489e+07,1.70238665e+07,1.60823628e+07,1.49895101e+07,1.39121107e+07,1.29437498e+07,1.19199131e+07,1.06683294e+07,9.36316602e+06,8.26281403e+06,7.19281636e+06,5.91028637e+06,4.70571054e+06,3.67659838e+06,2.47194429e+06,1.42814563e+06,4.96858048e+05
6.80000000e-01,1.94960156e+07,1.88487379e+07,1.81596833e+07,1.74582805e+07,1.67057211e+07,1.58085109e+07,1.47608990e+07,1.37105377e+07,1.27587439e+07,1.17587640e+07,1.05341456e+07,9.24583725e+06,8.16234621e+06,7.12167293e+06,5.86107230e+06,4.65867832e+06,3.63654154e+06,2.44554831e+06,1.41061519e+06,4.91606119e+05
6.88000000e-01,1.90315682e+07,1.84486221e+07,1.77974476e+07,1.71134063e+07,1.63849833e+07,1.55318615e+07,1.45303262e+07,1.35070426e+07,1.25705281e+07,1.15938412e+07,1.03977956e+07,9.12808333e+06,8.06086145e+06,7.04790579e+06,5.80923534e+06,4.61035810e+06,3.59665563e+06,2.42052292e+06,1.39437847e+06,4.86651704e+05
6.96000000e-01,1.85697090e+07,1.80505139e+07,1.74363908e+07,1.67683649e+07,1.60627123e+07,1.52532370e+07,1.42981625e+07,1.33017790e+07,1.23793579e+07,1.14255590e+07,1.02597237e+07,9.01025761e+06,7.95852657e+06,6.97146228e+06,5.75465149e+06,4.56076850e+06,3.55712990e+06,2.39709618e+06,1.37958016e+06,4.82024737e+05
7.04000000e-01,1.81117899e+07,1.76550574e+07,1.70770038e+07,1.64239691e+07,1.57399560e+07,1.49734667e+07,1.40648016e+07,1.30949347e+07,1.21855159e+07,1.12543237e+07,1.01203207e+07,8.89265367e+06,7.85550643e+06,6.89236346e+06,5.69728889e+06,4.50995841e+06,3.51809125e+06,2.37538472e+06,1.36628304e+06,4.77737318e+05
7.12000000e-01,1.76591532e+07,1.72628887e+07,1.67197625e+07,1.60810081e+07,1.54177405e+07,1.46933745e+07,1.38306565e+07,1.28867348e+07,1.19893174e+07,1.10805355e+07,9.97992187e+06,8.77550255e+06,7.75196200e+06,6.81070351e+06,5.63720798e+06,4.45800725e+06,3.47960466e+06,2.35539453e+06,1.35446869e+06,4.73783888e+05
7.20000000e-01,1.72131168e+07,1.68746413e+07,1.63651400e+07,1.57402507e+07,1.50970607e+07,1.44137668e+07,1.35961526e+07,1.26774433e+07,1.17911145e+07,1.09045925e+07,9.83880971e+06,8.65897256e+06,7.64804713e+06,6.72664433e+06,5.57455685e+06,4.40502452e+06,3.44167813e+06,2.33702866e+06,1.34404298e+06,4.70142421e+05
7.28000000e-01,1.67749594e+07,1.64909528e+07,1.60136190e+07,1.54024488e+07,1.47788729e+07,1.41354199e+07,1.33617205e+07,1.24673620e+07,1.15912997e+07,1.07268952e+07,9.69721878e+06,8.54317156e+06,7.54390467e+06,6.64040629e+06,5.50956250e+06,4.35114845e+06,3.40427116e+06,2.32010043e+06,1.33484551e+06,4.66776459e+05
7.36000000e-01,1.63459067e+07,1.61124692e+07,1.56657032e+07,1.50683419e+07,1.44640870e+07,1.38590689e+07,1.31277878e+07,1.22568279e+07,1.13903072e+07,1.05478531e+07,9.55534365e+06,8.42815170e+06,7.43966260e+06,6.55225630e+06,5.44251876e+06,4.29654366e+06,3.36730560e+06,2.30435094e+06,1.32666218e+06,4.63637812e+05
7.44000000e-01,1.59271188e+07,1.57398493e+07,1.53219267e+07,1.47386603e+07,1.41535618e+07,1.35853984e+07,1.28947713e+07,1.20462091e+07,1.11886134e+07,1.03678891e+07,9.41334814e+06,8.31391608e+06,7.33543077e+06,6.46249433e+06,5.37377191e+06,4.24139787e+06,3.33067794e+06,2.28946921e+06,1.31923967e+06,4.60669695e+05
7.52000000e-01,1.55196795e+07,1.53737668e+07,1.49828610e+07,1.44141283e+07,1.38481010e+07,1.33150353e+07,1.26630704e+07,1.18358994e+07,1.09867342e+07,1.01874443e+07,9.27137529e+06,8.20042733e+06,7.23129891e+06,6.37143963e+06,5.30370489e+06,4.18591752e+06,3.29427172e+06,2.27511347e+06,1.31230092e+06,4.57810082e+05
7.60000000e-01,1.51245883e+07,1.50149117e+07,1.46491202e+07,1.40954661e+07,1.35484512e+07,1.30485452e+07,1.24330619e+07,1.16263126e+07,1.07852212e+07,1.00069796e+07,9.12955703e+06,8.08761742e+06,7.12733621e+06,6.27941764e+06,5.23272116e+06,4.13032245e+06,3.25796919e+06,2.26093200e+06,1.30556053e+06,4.54995072e+05
7.68000000e-01,1.47427556e+07,1.46639897e+07,1.43213612e+07,1.37833901e+07,1.32553011e+07,1.27864303e+07,1.22050972e+07,1.14178760e+07,1.05846549e+07,9.82697591e+06,8.98802311e+06,7.97539840e+06,7.02359277e+06,6.18674851e+06,5.16122893e+06,4.07483981e+06,3.22166136e+06,2.24658248e+06,1.29873929e+06,4.52162068e+05
7.76000000e-01,1.43749994e+07,1.43217200e+07,1.40002826e+07,1.34786114e+07,1.29692821e+07,1.25291321e+07,1.19795014e+07,1.12110246e+07,1.03856367e+07,9.64793157e+06,8.84690840e+06,7.86367344e+06,6.92010286e+06,6.09373785e+06,5.08962679e+06,4.01969742e+06,3.18525595e+06,2.23174877e+06,1.29157703e+06,4.49252634e+05
7.84000000e-01,1.40220466e+07,1.39888320e+07,1.36866191e+07,1.31818336e+07,1.26909706e+07,1.22770357e+07,1.17565751e+07,1.10061951e+07,1.01887786e+07,9.47035747e+06,8.70635850e+06,7.75234775e+06,6.81688992e+06,6.00066998e+06,5.01829096e+06,3.96511686e+06,3.14868294e+06,2.21615453e+06,1.28384341e+06,4.46214903e+05
7.92000000e-01,1.36845359e+07,1.36660600e+07,1.33811333e+07,1.28937475e+07,1.24208902e+07,1.20304772e+07,1.15365987e+07,1.08038215e+07,9.99469274e+06,9.29476993e+06,8.56653318e+06,7.64133881e+06,6.71397285e+06,5.90780385e+06,4.94756493e+06,3.91130669e+06,3.11189766e+06,2.19957323e+06,1.27534620e+06,4.43005477e+05
8.00000000e-01,1.33630237e+07,1.33541379e+07,1.30846055e+07,1.26150254e+07,1.21595153e+07,1.17897524e+07,1.13198378e+07,1.06043310e+07,9.80397997e+06,9.12168189e+06,8.42760785e+06,7.53058554e+06,6.61137317e+06,5.81537157e+06,4.87775149e+06,3.85845602e+06,3.07488163e+06,2.18183471e+06,1.26593709e+06,4.39590774e+05
8.08000000e-01,1.30579913e+07,1.30537919e+07,1.27978212e+07,1.23463140e+07,1.19072744e+07,1.15551279e+07,1.11065507e+07,1.04081409e+07,9.61721863e+06,8.95159311e+06,8.28977305e+06,7.42005596e+06,6.50912252e+06,5.72357900e+06,4.80910735e+06,3.80672887e+06,3.03764137e+06,2.16282818e+06,1.25551497e+06,4.35947834e+05
8.16000000e-01,1.27698542e+07,1.27657337e+07,1.25215575e+07,1.20882268e+07,1.16645542e+07,1.13268510e+07,1.08969968e+07,1.02156566e+07,9.43495399e+06,8.78497986e+06,8.15323242e+06,7.30975326e+06,6.40726994e+06,5.63260824e+06,4.74184018e+06,3.75625953e+06,3.00020566e+06,2.14250221e+06,1.24402687e+06,4.32064607e+05
8.24000000e-01,1.24989713e+07,1.24906531e+07,1.22565695e+07,1.18413357e+07,1.14317027e+07,1.11051614e+07,1.06914444e+07,1.00272711e+07,9.25768885e+06,8.62228491e+06,8.01819944e+06,7.19971998e+06,6.30588840e+06,5.54262128e+06,4.67610793e+06,3.70714916e+06,2.96262180e+06,2.12086215e+06,1.23146680e+06,4.27939780e+05
8.32000000e-01,1.22456544e+07,1.22292113e+07,1.20035769e+07,1.16061638e+07,1.12090329e+07,1.08903006e+07,1.04901791e+07,9.84336358e+06,9.08587565e+06,8.46390850e+06,7.88489336e+06,7.09004030e+06,6.20508014e+06,5.45376432e+06,4.61202016e+06,3.65946368e+06,2.92495118e+06,2.09796539e+06,1.21787294e+06,4.23582197e+05
8.40000000e-01,1.20101771e+07,1.19820338e+07,1.17632516e+07,1.13831782e+07,1.09968251e+07,1.06825202e+07,1.02935096e+07,9.66430027e+06,8.91991043e+06,8.31020087e+06,7.75353501e+06,6.98084059e+06,6.10498037e+06,5.36617228e+06,4.54964087e+06,3.61323320e+06,2.88726475e+06,2.07391525e+06,1.20332337e+06,4.19009966e+05
8.48000000e-01,1.17927822e+07,1.17497049e+07,1.15362074e+07,1.11727849e+07,1.07953299e+07,1.04820885e+07,1.01017731e+07,9.49043409e+06,8.76012889e+06,8.16145675e+06,7.62434265e+06,6.87228815e+06,6.00575918e+06,5.27997294e+06,4.48899276e+06,3.56845283e+06,2.84963871e+06,2.04885380e+06,1.18793086e+06,4.14249309e+05
8.56000000e-01,1.15936875e+07,1.15327629e+07,1.13229921e+07,1.09753246e+07,1.06047696e+07,1.02892945e+07,9.91533729e+06,9.32210485e+06,8.60680450e+06,8.01791230e+06,7.49752840e+06,6.76458859e+06,5.90762148e+06,5.19529039e+06,4.43006221e+06,3.52508479e+06,2.81215077e+06,2.02295426e+06,1.17183694e+06,4.09333240e+05
8.64000000e-01,1.14130893e+07,1.13316957e+07,1.11240814e+07,1.07910712e+07,1.04253400e+07,1.01044494e+07,9.73460095e+06,9.15963916e+06,8.46014877e+06,7.87974448e+06,7.37329553e+06,6.65798180e+06,5.81080495e+06,5.11224758e+06,4.37280493e+06,3.48306185e+06,2.77487708e+06,1.99641331e+06,1.15520566e+06,4.04300135e+05
8.72000000e-01,1.12511643e+07,1.11469385e+07,1.09398767e+07,1.06202310e+07,1.02572110e+07,9.92788536e+06,9.55999131e+06,9.00334980e+06,8.32031343e+06,7.74707297e+06,7.25183665e+06,6.55273695e+06,5.71557611e+06,5.03096763e+06,4.31715181e+06,3.44229171e+06,2.73789012e+06,1.96944366e+06,1.13821721e+06,3.99192257e+05
8.80000000e-01,1.11080690e+07,1.09788715e+07,1.07707044e+07,1.04629455e+07,1.01005276e+07,9.75995258e+06,9.39195929e+06,8.85353475e+06,8.18739437e+06,7.61996447e+06,7.13333307e+06,6.44914665e+06,5.62222475e+06,4.95157415e+06,4.26301483e+06,3.40266230e+06,2.70125741e+06,1.94226703e+06,1.12106163e+06,3.94054275e+05
8.88000000e-01,1.09839368e+07,1.08278193e+07,1.06168181e+07,1.03192946e+07,9.95541013e+06,9.60101327e+06,9.23097252e+06,8.71047576e+06,8.06143715e+06,7.49843898e+06,7.01795504e+06,6.34752058e+06,5.53105699e+06,4.87419038e+06,4.21029287e+06,3.36404767e+06,2.66504104e+06,1.91510785e+06,1.10393290e+06,3.88931832e+05
8.96000000e-01,1.08788743e+07,1.06940508e+07,1.04784034e+07,1.01893019e+07,9.82195394e+06,9.45143465e+06,9.07750665e+06,8.57443652e+06,7.94244354e+06,7.38247776e+06,6.90586287e+06,6.24817875e+06,5.44238733e+06,4.79893760e+06,4.15887714e+06,3.32631422e+06,2.62929800e+06,1.88818751e+06,1.08702324e+06,3.83870180e+05
9.04000000e-01,1.07929559e+07,1.05777798e+07,1.03555830e+07,1.00729410e+07,9.70022963e+06,9.31158034e+06,8.93203535e+06,8.44566054e+06,7.83037898e+06,7.27203238e+06,6.79720872e+06,6.15144460e+06,5.35653003e+06,4.72593270e+06,4.10865640e+06,3.28932710e+06,2.59408095e+06,1.86171942e+06,1.07051799e+06,3.78912913e+05
9.12000000e-01,1.07262176e+07,1.04791661e+07,1.02484239e+07,9.97014239e+06,9.59028261e+06,9.18180124e+06,8.79501976e+06,8.32436901e+06,7.72518039e+06,7.16703439e+06,6.69213864e+06,6.05763817e+06,5.27379038e+06,4.65528556e+06,4.05952169e+06,3.25295651e+06,2.55943941e+06,1.83590461e+06,1.05459097e+06,3.74100803e+05
9.20000000e-01,1.06786512e+07,1.03983170e+07,1.01569444e+07,9.88080076e+06,9.49213282e+06,9.06242610e+06,8.66689776e+06,8.21075861e+06,7.62676413e+06,7.06740499e+06,6.59079483e+06,5.96706950e+06,5.19445608e+06,4.58709623e+06,4.01137075e+06,3.21708359e+06,2.52542109e+06,1.81092796e+06,1.03940023e+06,3.69470765e+05
9.28000000e-01,1.06501980e+07,1.03352887e+07,1.00811214e+07,9.80478188e+06,9.40577441e+06,8.95375256e+06,8.54807381e+06,8.10499958e+06,7.53503364e+06,6.97306423e+06,6.49331757e+06,5.88003235e+06,5.11878931e+06,4.52145237e+06,3.96411194e+06,3.18160586e+06,2.49207319e+06,1.78695493e+06,1.02508452e+06,3.65054949e+05
9.36000000e-01,1.06407441e+07,1.02900878e+07,1.00208969e+07,9.74192904e+06,9.33117554e+06,8.85603897e+06,8.43890969e+06,8.00723412e+06,7.44988646e+06,6.88393925e+06,6.39984681e+06,5.79679852e+06,5.04701969e+06,4.45842709e+06,3.91766781e+06,3.14644192e+06,2.45944338e+06,1.76412871e+06,1.01176011e+06,3.60879961e+05
9.44000000e-01,1.06501160e+07,1.02626723e+07,9.97618317e+06,9.69206860e+06,9.26827831e+06,8.76949743e+06,8.33971676e+06,7.91757523e+06,7.37122049e+06,6.79997111e+06,6.31052316e+06,5.71761272e+06,4.97933848e+06,4.39807745e+06,3.87197822e+06,3.11153518e+06,2.42758059e+06,1.74256780e+06,9.99518237e+05,3.56966239e+05
9.52000000e-01,1.06780784e+07,1.02529529e+07,9.94686715e+06,9.65501442e+06,9.21699879e+06,8.69428840e+06,8.25074982e+06,7.83610601e+06,7.29893902e+06,6.72112005e+06,6.22548808e+06,5.64268829e+06,4.91589421e+06,4.34044370e+06,3.82700291e+06,3.07685669e+06,2.39653515e+06,1.72236391e+06,9.88423101e+05,3.53327567e+05
9.60000000e-01,1.07243327e+07,1.02607933e+07,9.93281316e+06,9.63057105e+06,9.17722738e+06,8.63051695e+06,8.17220292e+06,7.76287954e+06,7.23295470e+06,6.64736894e+06,6.14488338e+06,5.57220380e+06,4.85678997e+06,4.28554939e+06,3.78272365e+06,3.04240689e+06,2.36635858e+06,1.70358028e+06,9.78510429e+05,3.49970754e+05
9.68000000e-01,1.07885175e+07,1.02860105e+07,9.93386397e+06,9.61853566e+06,9.14882931e+06,8.57823083e+06,8.10420711e+06,7.69791918e+06,7.17319202e+06,6.57872477e+06,6.06884996e+06,5.50630054e+06,4.80208222e+06,4.23340217e+06,3.73914577e+06,3.00821610e+06,2.33710284e+06,1.68625043e+06,9.69786668e+05,3.46895472e+05
9.76000000e-01,1.08702108e+07,1.03283746e+07,9.94984054e+06,9.61869869e+06,9.13164546e+06,8.53742027e+06,8.04682998e+06,7.64121936e+06,7.11958859e+06,6.51521847e+06,5.99752590e+06,5.44508105e+06,4.75178129e+06,4.18399540e+06,3.69629897e+06,2.97434410e+06,2.30881915e+06,1.67037742e+06,9.62228853e+05,3.44094281e+05
9.84000000e-01,1.09689326e+07,1.03876081e+07,9.98054033e+06,9.63084348e+06,9.12549333e+06,8.50801939e+06,8.00007707e+06,7.59274663e+06,7.07209507e+06,6.45690288e+06,5.93104397e+06,5.38860872e+06,4.70585341e+06,4.13731033e+06,3.65423756e+06,2.94087838e+06,2.28155648e+06,1.65593370e+06,9.55785178e+05,3.41552819e+05
9.92000000e-01,1.10841498e+07,1.04633857e+07,1.00257347e+07,9.65474491e+06,9.13016831e+06,8.48990903e+06,7.96389466e+06,7.55244099e+06,7.03067389e+06,6.40384944e+06,5.86952898e+06,5.33690836e+06,4.66422399e+06,4.09331860e+06,3.61303974e+06,2.90793158e+06,2.25535986e+06,1.64286166e+06,9.50376318e+05,3.39250192e+05
1.00000000e+00,1.12152808e+07,1.05553332e+07,1.00851655e+07,9.69016735e+06,9.14544508e+06,8.48292077e+06,7.93817375e+06,7.52021741e+06,6.99529697e+06,6.35614357e+06,5.81309476e+06,5.28996783e+06,4.62678211e+06,4.05198501e+06,3.57280624e+06,2.87563796e+06,2.23026869e+06,1.63107495e+06,9.45897525e+05,3.37159543e+05
1.00800000e+00,1.13617017e+07,1.06630265e+07,1.01585411e+07,9.73686216e+06,9.17107909e+06,8.48684169e+06,7.92275493e+06,7.49596725e+06,6.96594260e+06,6.31387939e+06,5.76184138e+06,5.24774044e+06,4.59338583e+06,4.01327024e+06,3.53365798e+06,2.84414909e+06,2.20631506e+06,1.62046068e+06,9.42221480e+05,3.35248805e+05
1.01600000e+00,1.15227514e+07,1.07859915e+07,1.02455324e+07,9.79456496e+06,9.20680818e+06,8.50141970e+06,7.91743381e+06,7.47955973e+06,6.94259172e+06,6.27715377e+06,5.71585251e+06,5.21014834e+06,4.56386809e+06,3.97713334e+06,3.49573305e+06,2.81362905e+06,2.18352244e+06,1.61088242e+06,9.39201897e+05,3.33481619e+05
1.02400000e+00,1.16977379e+07,1.09237034e+07,1.03457694e+07,9.86299286e+06,9.25235412e+06,8.52636910e+06,7.92196658e+06,7.47084327e+06,6.92522378e+06,6.24606034e+06,5.67519317e+06,5.17708638e+06,4.53804294e+06,3.94353389e+06,3.45918285e+06,2.78424915e+06,2.16190466e+06,1.60218421e+06,9.36677778e+05,3.31818411e+05
1.03200000e+00,1.18859436e+07,1.10755869e+07,1.04588377e+07,9.94184200e+06,9.30742407e+06,8.56137595e+06,7.93607550e+06,7.46964664e+06,6.91381250e+06,6.22068363e+06,5.63990795e+06,5.14842655e+06,4.51571180e+06,3.91243360e+06,3.42416766e+06,2.75618255e+06,2.14146543e+06,1.59419516e+06,9.34478258e+05,3.30217575e+05
1.04000000e+00,1.20866298e+07,1.12410165e+07,1.05842763e+07,1.00307853e+07,9.37171195e+06,8.60610313e+06,7.95945418e+06,7.47577994e+06,6.90832168e+06,6.20109354e+06,5.61001985e+06,5.12402274e+06,4.49666946e+06,3.88379731e+06,3.39085166e+06,2.72959880e+06,2.12219829e+06,1.58673495e+06,9.32427869e+05,3.28636761e+05
1.04800000e+00,1.22990410e+07,1.14193179e+07,1.07215761e+07,1.01294710e+07,9.44489951e+06,8.66019478e+06,7.99177220e+06,7.48903549e+06,6.90870132e+06,6.18734052e+06,5.58552964e+06,5.10371557e+06,4.48070974e+06,3.85759345e+06,3.35939766e+06,2.70465858e+06,2.10408716e+06,1.57961961e+06,9.30352071e+05,3.27034195e+05
1.05600000e+00,1.25224084e+07,1.16097692e+07,1.08701794e+07,1.02375212e+07,9.52665719e+06,8.72328010e+06,8.03267926e+06,7.50918849e+06,6.91488420e+06,6.17945148e+06,5.56641578e+06,5.08733717e+06,4.46763047e+06,3.83379382e+06,3.32996168e+06,2.68150881e+06,2.08710733e+06,1.57266778e+06,9.28082857e+05,3.25370008e+05
1.06400000e+00,1.27559520e+07,1.18116034e+07,1.10294807e+07,1.03545317e+07,9.61664465e+06,8.79497621e+06,8.08180850e+06,7.53599769e+06,6.92678302e+06,6.17742653e+06,5.55263482e+06,5.07471571e+06,4.45723784e+06,3.81237291e+06,3.30268760e+06,2.66027828e+06,2.07122679e+06,1.56570689e+06,9.25464213e+05,3.23607519e+05
1.07200000e+00,1.29988824e+07,1.20240113e+07,1.11988288e+07,1.04800717e+07,9.71451099e+06,8.87489026e+06,8.13877931e+06,7.56920605e+06,6.94428828e+06,6.18123668e+06,5.54412219e+06,5.06567950e+06,4.44934987e+06,3.79330678e+06,3.27770219e+06,2.64107379e+06,2.05640800e+06,1.55857912e+06,9.22357232e+05,3.21714412e+05
1.08000000e+00,1.32504016e+07,1.22461444e+07,1.13775289e+07,1.06136848e+07,9.81989462e+06,8.96262064e+06,8.20319930e+06,7.60854135e+06,6.96726685e+06,6.19082232e+06,5.54079328e+06,5.06006055e+06,4.44379912e+06,3.77657170e+06,3.25511054e+06,2.62397721e+06,2.04260966e+06,1.55114692e+06,9.18644659e+05,3.19663785e+05
1.08800000e+00,1.35097033e+07,1.24771195e+07,1.15648474e+07,1.07548900e+07,9.93242287e+06,9.05775746e+06,8.27466587e+06,7.65371706e+06,6.99556135e+06,6.20609263e+06,5.54254462e+06,5.05769739e+06,4.44043455e+06,3.76214259e+06,3.23499235e+06,2.60904311e+06,2.02978862e+06,1.54329773e+06,9.14234691e+05,3.17435001e+05
