t,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20
5.52000000e-01,0.00000000e+00,3.58700523e-05,1.40976560e-04,3.11642619e-04,5.44304551e-04,8.35321183e-04,1.18081430e-03,1.57681666e-03,2.01952872e-03,2.50524326e-03,3.03000102e-03,3.58960297e-03,4.18012899e-03,4.79810963e-03,5.43989228e-03,6.10136253e-03,6.77877901e-03,7.46899984e-03,8.16852517e-03,8.87394768e-03,9.58240668e-03
5.60000000e-01,0.00000000e+00,3.54003389e-05,1.39133823e-04,3.07603291e-04,5.37375051e-04,8.24956154e-04,1.16656876e-03,1.55827391e-03,1.99628226e-03,2.47694850e-03,2.99641955e-03,3.55056956e-03,4.13548390e-03,4.74768716e-03,5.38355522e-03,6.03899999e-03,6.71028455e-03,7.39429952e-03,8.08759410e-03,8.78676985e-03,9.48896777e-03
5.68000000e-01,0.00000000e+00,3.49090187e-05,1.37210898e-04,3.03393801e-04,5.30153601e-04,8.14143478e-04,1.15168768e-03,1.53888073e-03,1.97194764e-03,2.44730687e-03,2.96121390e-03,3.50961982e-03,4.08861721e-03,4.69472418e-03,5.32434745e-03,5.97343160e-03,6.63824794e-03,7.31571839e-03,8.00243982e-03,8.69502352e-03,9.39061380e-03
5.76000000e-01,0.00000000e+00,3.43973149e-05,1.35213063e-04,2.99026277e-04,5.22660897e-04,8.02912879e-04,1.13621013e-03,1.51868700e-03,1.94658813e-03,2.41639713e-03,2.92447863e-03,3.46686294e-03,4.03965173e-03,4.63935729e-03,5.26242054e-03,5.90482526e-03,6.56285424e-03,7.23345824e-03,7.91327965e-03,8.59894033e-03,9.28759015e-03
5.84000000e-01,0.00000000e+00,3.38665057e-05,1.33145717e-04,2.94512983e-04,5.14917863e-04,7.91294612e-04,1.12017621e-03,1.49774415e-03,1.92026893e-03,2.38430019e-03,2.88631066e-03,3.42241085e-03,3.98871360e-03,4.58172720e-03,5.19793095e-03,5.83335432e-03,6.48429421e-03,7.14772694e-03,7.82033753e-03,8.49875932e-03,9.18015055e-03
5.92000000e-01,0.00000000e+00,3.33179051e-05,1.31014314e-04,2.89866222e-04,5.06945549e-04,7.79319399e-04,1.10362702e-03,1.47610516e-03,1.89305710e-03,2.35109893e-03,2.84680897e-03,3.37637790e-03,3.93593205e-03,4.52197853e-03,5.13103972e-03,5.75919717e-03,6.40276393e-03,7.05873797e-03,7.72384356e-03,8.39472652e-03,9.06855668e-03
6.00000000e-01,0.00000000e+00,3.27528521e-05,1.28824327e-04,2.85098276e-04,4.98765060e-04,7.67018364e-04,1.08660464e-03,1.45382451e-03,1.86502142e-03,2.31687798e-03,2.80607437e-03,3.32888058e-03,3.88143914e-03,4.46025953e-03,5.06191226e-03,5.68253695e-03,6.31846439e-03,6.96670985e-03,7.62403342e-03,8.28709443e-03,8.95307771e-03
6.08000000e-01,0.00000000e+00,3.21727090e-05,1.26581240e-04,2.80221379e-04,4.90397511e-04,7.54422974e-04,1.06915205e-03,1.43095804e-03,1.83623226e-03,2.28172352e-03,2.76420922e-03,3.28003731e-03,3.82536949e-03,4.39672185e-03,4.99071798e-03,5.60356110e-03,6.23160095e-03,6.87186574e-03,7.52114791e-03,8.17612148e-03,8.83398978e-03
6.16000000e-01,0.00000000e+00,3.15788664e-05,1.24290557e-04,2.75247718e-04,4.81864005e-04,7.41564985e-04,1.05131300e-03,1.40756280e-03,1.80676137e-03,2.24572306e-03,2.72131723e-03,3.22996812e-03,3.76786003e-03,4.33152019e-03,4.91762999e-03,5.52246103e-03,6.14238300e-03,6.77443288e-03,7.41543240e-03,8.06207156e-03,8.71157546e-03
6.24000000e-01,0.00000000e+00,3.09727535e-05,1.21957827e-04,2.70189455e-04,4.73185627e-04,7.28476379e-04,1.03313193e-03,1.38369696e-03,1.77668173e-03,2.20896526e-03,2.67750326e-03,3.17879454e-03,3.70904976e-03,4.26481202e-03,4.84282461e-03,5.43943158e-03,6.05102338e-03,6.67464217e-03,7.30713637e-03,7.94521339e-03,8.58612309e-03
6.32000000e-01,0.00000000e+00,3.03558509e-05,1.19588671e-04,2.65058760e-04,4.64383441e-04,7.15189302e-04,1.01465380e-03,1.35941952e-03,1.74606729e-03,2.17153972e-03,2.63287312e-03,3.12663932e-03,3.64907946e-03,4.19675719e-03,4.76648102e-03,5.35467062e-03,5.95773801e-03,6.57272768e-03,7.19651289e-03,7.82581999e-03,8.45792609e-03
6.40000000e-01,0.00000000e+00,2.97297029e-05,1.17188826e-04,2.59867851e-04,4.55478500e-04,7.01736001e-04,9.95923968e-04,1.33479017e-03,1.71499280e-03,2.13353677e-03,2.58753343e-03,3.07362630e-03,3.58809146e-03,4.12751759e-03,4.68878075e-03,5.26837851e-03,5.86274538e-03,6.46892620e-03,7.08381813e-03,7.70416808e-03,8.32728228e-03
6.48000000e-01,0.00000000e+00,2.90959283e-05,1.14764161e-04,2.54629022e-04,4.46491842e-04,6.88148760e-04,9.76988058e-04,1.30986910e-03,1.68353356e-03,2.09504734e-03,2.54159140e-03,3.01988015e-03,3.52622930e-03,4.05725668e-03,4.60990720e-03,5.18075765e-03,5.76626608e-03,6.36347683e-03,6.96931090e-03,7.58053745e-03,8.19449304e-03
6.56000000e-01,0.00000000e+00,2.84562265e-05,1.12320708e-04,2.49354668e-04,4.37444490e-04,6.74459827e-04,9.57891776e-04,1.28471675e-03,1.65176525e-03,2.05616273e-03,2.49515475e-03,2.96552622e-03,3.46363747e-03,3.98613915e-03,4.53004517e-03,5.09201196e-03,5.66852237e-03,6.25662053e-03,6.85325212e-03,7.45521033e-03,8.05986254e-03
6.64000000e-01,0.00000000e+00,2.78123788e-05,1.09864658e-04,2.44057294e-04,4.28357441e-04,6.60701356e-04,9.38680796e-04,1.25939364e-03,1.61976372e-03,2.01697445e-03,2.44833146e-03,2.91069032e-03,3.40046109e-03,3.91433043e-03,4.44938031e-03,5.00234634e-03,5.56973773e-03,6.14859967e-03,6.73590435e-03,7.32847076e-03,7.92369692e-03
6.72000000e-01,0.00000000e+00,2.71662448e-05,1.07402366e-04,2.38749510e-04,4.19251643e-04,6.46905334e-04,9.19400625e-04,1.23396019e-03,1.58760476e-03,1.97757402e-03,2.40122964e-03,2.85549849e-03,3.33684558e-03,3.84199629e-03,4.36809865e-03,4.91196623e-03,5.47013633e-03,6.03965758e-03,6.61753125e-03,7.20060393e-03,7.78630344e-03
6.80000000e-01,0.00000000e+00,2.65197520e-05,1.04940321e-04,2.33444012e-04,4.10147975e-04,6.33103529e-04,9.00096477e-04,1.20847654e-03,1.55536394e-03,1.93805283e-03,2.35395735e-03,2.80007677e-03,3.27293637e-03,3.76930242e-03,4.28638613e-03,4.82107707e-03,5.36994264e-03,5.93003812e-03,6.49839710e-03,7.07189556e-03,7.64798970e-03
6.88000000e-01,0.00000000e+00,2.58748813e-05,1.02485117e-04,2.28153543e-04,4.01067206e-04,6.19327427e-04,8.80813176e-04,1.18300240e-03,1.52311638e-03,1.89850186e-03,2.30662234e-03,2.74455096e-03,3.20887855e-03,3.69641402e-03,4.20442808e-03,4.72988382e-03,5.26938090e-03,5.81998515e-03,6.37876621e-03,6.94263120e-03,7.50906287e-03
6.96000000e-01,0.00000000e+00,2.52336472e-05,1.00043412e-04,2.22890850e-04,3.92029960e-04,6.05608185e-04,8.61595055e-04,1.15759689e-03,1.49093661e-03,1.85901155e-03,2.25933189e-03,2.68904638e-03,3.14481656e-03,3.62349537e-03,4.12240879e-03,4.63859049e-03,5.16867464e-03,5.70974203e-03,6.25890240e-03,6.81309561e-03,7.36982889e-03
7.04000000e-01,0.00000000e+00,2.45980756e-05,9.76218674e-05,2.17668627e-04,3.83056674e-04,5.91976582e-04,8.42485873e-04,1.13231838e-03,1.45889836e-03,1.81967156e-03,2.21219254e-03,2.63368754e-03,3.08089386e-03,3.55070951e-03,4.04051109e-03,4.54739966e-03,5.06804622e-03,5.59955113e-03,6.13906836e-03,6.68357211e-03,7.23059178e-03
7.12000000e-01,0.00000000e+00,2.39701786e-05,9.52270983e-05,2.12499451e-04,3.74167547e-04,5.78462976e-04,8.23528747e-04,1.10722443e-03,1.42707437e-03,1.78057054e-03,2.16530986e-03,2.57859794e-03,3.01725262e-03,3.47821780e-03,3.95891593e-03,4.45651203e-03,4.96771626e-03,5.48965323e-03,6.01952514e-03,6.55434196e-03,7.09165297e-03
7.20000000e-01,0.00000000e+00,2.33519284e-05,9.28656070e-05,2.07395715e-04,3.65382490e-04,5.65097262e-04,8.04766085e-04,1.08237159e-03,1.39553624e-03,1.74179593e-03,2.11878815e-03,2.52389974e-03,2.95403342e-03,3.40617968e-03,3.87780197e-03,4.36612596e-03,4.86790320e-03,5.38028697e-03,5.90053148e-03,6.42568369e-03,6.95331065e-03
7.28000000e-01,0.00000000e+00,2.27452323e-05,9.05437235e-05,2.02369560e-04,3.56721079e-04,5.51908832e-04,7.86239519e-04,1.05781539e-03,1.36435427e-03,1.70343371e-03,2.07273023e-03,2.46971344e-03,2.89137490e-03,3.33475221e-03,3.79734527e-03,4.27643707e-03,4.76882271e-03,5.27168829e-03,5.78234319e-03,6.29787252e-03,6.81585915e-03
7.36000000e-01,0.00000000e+00,2.21519086e-05,8.82675476e-05,1.97432809e-04,3.48202499e-04,5.38926532e-04,7.67989854e-04,1.03361012e-03,1.33359724e-03,1.66556820e-03,2.02723714e-03,2.41615763e-03,2.82941349e-03,3.26408988e-03,3.71771888e-03,4.18763779e-03,4.67068727e-03,5.16408982e-03,5.66521257e-03,6.17117971e-03,6.67958837e-03
7.44000000e-01,0.00000000e+00,2.15736650e-05,8.60428957e-05,1.92596903e-04,3.39845493e-04,5.26178613e-04,7.50057004e-04,1.00980883e-03,1.30333232e-03,1.62828184e-03,1.98240786e-03,2.36334866e-03,2.76828307e-03,3.19434420e-03,3.63909250e-03,4.09991695e-03,4.57370561e-03,5.05772028e-03,5.54938777e-03,6.04587198e-03,6.54478319e-03
7.52000000e-01,0.00000000e+00,2.10120813e-05,8.38752563e-05,1.87872844e-04,3.31668306e-04,5.13692687e-04,7.32479926e-04,9.86463196e-04,1.27362491e-03,1.59165499e-03,1.93833907e-03,2.31140036e-03,2.70811468e-03,3.12566343e-03,3.56163220e-03,4.01345941e-03,4.47808222e-03,4.95280397e-03,5.43511215e-03,5.92221092e-03,6.41172294e-03
7.60000000e-01,0.00000000e+00,2.04685956e-05,8.17697545e-05,1.83271149e-04,3.23688636e-04,5.01495663e-04,7.15296553e-04,9.63623406e-04,1.24453848e-03,1.55576572e-03,1.89512492e-03,2.26042372e-03,2.64903618e-03,3.05819226e-03,3.48550004e-03,3.92844565e-03,4.38401689e-03,4.84956011e-03,5.32262375e-03,5.80045238e-03,6.28068084e-03
7.68000000e-01,0.00000000e+00,1.99444963e-05,7.97311277e-05,1.78801810e-04,3.15923585e-04,4.89613691e-04,6.98543720e-04,9.41338095e-04,1.21613448e-03,1.52068967e-03,1.85285672e-03,2.21052662e-03,2.59117201e-03,2.99207154e-03,3.41085377e-03,3.84505140e-03,4.29170424e-03,4.74820239e-03,5.21215461e-03,5.68084590e-03,6.15192346e-03
7.76000000e-01,0.00000000e+00,1.94409185e-05,7.77637133e-05,1.74474265e-04,3.08389607e-04,4.78072093e-04,6.82257074e-04,9.19654234e-04,1.18847217e-03,1.48649984e-03,1.81162278e-03,2.16181355e-03,2.53464281e-03,2.92743790e-03,3.33784652e-03,3.76344725e-03,4.20133325e-03,4.64893839e-03,5.10393030e-03,5.56363417e-03,6.02571020e-03
7.84000000e-01,0.00000000e+00,1.89588460e-05,7.58714474e-05,1.70297387e-04,3.01102472e-04,4.66895289e-04,6.66470991e-04,8.98617033e-04,1.16160855e-03,1.45326647e-03,1.77150819e-03,2.11438535e-03,2.47956516e-03,2.86442351e-03,3.26662646e-03,3.68379835e-03,4.11308689e-03,4.55196906e-03,4.99816928e-03,5.44905244e-03,5.90229270e-03
7.92000000e-01,0.00000000e+00,1.84991174e-05,7.40578754e-05,1.66279474e-04,2.94077221e-04,4.56106725e-04,6.51218471e-04,8.78269837e-04,1.13559824e-03,1.42105690e-03,1.73259462e-03,2.06833894e-03,2.42605129e-03,2.80315574e-03,3.19733649e-03,3.60626398e-03,4.02714162e-03,4.45748832e-03,4.89508249e-03,5.33732802e-03,5.78191436e-03
8.00000000e-01,0.00000000e+00,1.80624373e-05,7.23261717e-05,1.62428254e-04,2.87328134e-04,4.45728794e-04,6.36531044e-04,8.58654023e-04,1.11049337e-03,1.38993543e-03,1.69496012e-03,2.02376711e-03,2.37420878e-03,2.74375687e-03,3.13011393e-03,3.53099729e-03,3.94366708e-03,4.36568255e-03,4.79487275e-03,5.22867973e-03,5.66480973e-03
8.08000000e-01,0.00000000e+00,1.76493899e-05,7.06791677e-05,1.58750904e-04,2.80868702e-04,4.35782758e-04,6.22438657e-04,8.39808896e-04,1.08634349e-03,1.35996323e-03,1.65867901e-03,1.98075827e-03,2.32414033e-03,2.68634379e-03,3.06509019e-03,3.45814487e-03,3.86282568e-03,4.27673017e-03,4.69773437e-03,5.12331743e-03,5.55120405e-03
8.16000000e-01,0.00000000e+00,1.72604552e-05,6.91193851e-05,1.55254062e-04,2.74711601e-04,4.26288675e-04,6.08969580e-04,8.21771584e-04,1.06319547e-03,1.33119822e-03,1.62382171e-03,1.93939629e-03,2.27594344e-03,2.63102770e-03,3.00239049e-03,3.38784652e-03,3.78477225e-03,4.19080129e-03,4.60385266e-03,5.02144150e-03,5.44131268e-03
8.24000000e-01,0.00000000e+00,1.68960265e-05,6.76490720e-05,1.51943856e-04,2.68868669e-04,4.17265325e-04,5.96150297e-04,8.04576935e-04,1.04109339e-03,1.30369497e-03,1.59045460e-03,1.89976025e-03,2.22971023e-03,2.57791384e-03,2.94213356e-03,3.32023488e-03,3.70965372e-03,4.10805730e-03,4.51340356e-03,4.92324240e-03,5.33534061e-03
8.32000000e-01,0.00000000e+00,1.65564270e-05,6.62702389e-05,1.48825928e-04,2.63350891e-04,4.08730147e-04,5.84005416e-04,7.88257423e-04,1.02007850e-03,1.27750462e-03,1.55863990e-03,1.86192432e-03,2.18552720e-03,2.52710128e-03,2.88443132e-03,3.25543514e-03,3.63760875e-03,4.02865054e-03,4.42655321e-03,4.82890024e-03,5.23348195e-03
8.40000000e-01,0.00000000e+00,1.62419264e-05,6.49846922e-05,1.45905454e-04,2.58168384e-04,4.00699177e-04,5.72557581e-04,7.72843051e-04,1.00018907e-03,1.25267477e-03,1.52843557e-03,1.82595759e-03,2.14347500e-03,2.47868257e-03,2.82938866e-03,3.19356477e-03,3.56876750e-03,3.95272396e-03,4.34345765e-03,4.73858435e-03,5.13591949e-03
8.48000000e-01,0.00000000e+00,1.59527540e-05,6.37940620e-05,1.43187164e-04,2.53330380e-04,3.93186999e-04,5.61827397e-04,7.58361273e-04,9.81460347e-04,1.22924939e-03,1.49989517e-03,1.79192392e-03,2.10362829e-03,2.43274363e-03,2.77710316e-03,3.13473322e-03,3.50325128e-03,3.88041084e-03,4.26426241e-03,4.65245290e-03,5.04282422e-03
8.56000000e-01,0.00000000e+00,1.56891098e-05,6.26998242e-05,1.40675355e-04,2.48845213e-04,3.86206699e-04,5.51833370e-04,7.44836918e-04,9.63924470e-04,1.20726874e-03,1.47306779e-03,1.75988179e-03,2.06605556e-03,2.38936348e-03,2.72766485e-03,3.07904167e-03,3.44117234e-03,3.81183449e-03,4.18910225e-03,4.57065258e-03,4.95435496e-03
8.64000000e-01,0.00000000e+00,1.54511714e-05,6.17033130e-05,1.38373894e-04,2.44720302e-04,3.79769834e-04,5.42591853e-04,7.32292132e-04,9.47610386e-04,1.18676931e-03,1.44799791e-03,1.72988426e-03,2.03081895e-03,2.34861407e-03,2.68115601e-03,3.02658282e-03,3.38263358e-03,3.74710804e-03,4.11810089e-03,4.49331820e-03,4.87065792e-03
8.72000000e-01,0.00000000e+00,1.52390973e-05,6.08057254e-05,1.36286217e-04,2.40962140e-04,3.73886405e-04,5.34117017e-04,7.20746328e-04,9.32543787e-04,1.16778367e-03,1.42472535e-03,1.70197875e-03,1.99797420e-03,2.31056016e-03,2.63765095e-03,2.97744063e-03,3.32772832e-03,3.68633412e-03,4.05137071e-03,4.42057247e-03,4.79186642e-03
8.80000000e-01,0.00000000e+00,1.50530273e-05,6.00081169e-05,1.34415312e-04,2.37576277e-04,3.68564843e-04,5.26420828e-04,7.10216148e-04,9.18747052e-04,1.15034044e-03,1.40328515e-03,1.67620706e-03,1.96757048e-03,2.27525913e-03,2.59721590e-03,2.93169015e-03,3.27654013e-03,3.62960472e-03,3.98901254e-03,4.35252567e-03,4.71810051e-03
8.88000000e-01,0.00000000e+00,1.48930781e-05,5.93113897e-05,1.32763709e-04,2.34567298e-04,3.63811997e-04,5.19513040e-04,7.00715439e-04,9.06239184e-04,1.13446421e-03,1.38370750e-03,1.65260521e-03,1.93965033e-03,2.24276093e-03,2.55990878e-03,2.88939732e-03,3.22914259e-03,3.57700097e-03,3.93111548e-03,4.28927546e-03,4.64946674e-03
8.96000000e-01,0.00000000e+00,1.47593373e-05,5.87162734e-05,1.31333444e-04,2.31938810e-04,3.59633135e-04,5.13401198e-04,6.92255241e-04,8.95035773e-04,1.12017543e-03,1.36601764e-03,1.63120341e-03,1.91424960e-03,2.21310792e-03,2.52577914e-03,2.85061885e-03,3.18559919e-03,3.52859299e-03,3.87775668e-03,4.23090664e-03,4.58605789e-03
9.04000000e-01,0.00000000e+00,1.46518552e-05,5.82233021e-05,1.30126041e-04,2.29693427e-04,3.56031948e-04,5.08090659e-04,6.84843782e-04,8.85148948e-04,1.10749039e-03,1.35023582e-03,1.61202599e-03,1.89139738e-03,2.18633489e-03,2.49486803e-03,2.81540207e-03,3.14596313e-03,3.48443971e-03,3.82900121e-03,4.17749101e-03,4.52795279e-03
9.12000000e-01,0.00000000e+00,1.45706343e-05,5.78327885e-05,1.29142472e-04,2.27832750e-04,3.53010564e-04,5.03584604e-04,6.78486487e-04,8.76587355e-04,1.09642112e-03,1.33637724e-03,1.59509138e-03,1.87111598e-03,2.16246892e-03,2.46720793e-03,2.78378481e-03,3.11027720e-03,3.44458879e-03,3.78490195e-03,4.12908720e-03,4.47521612e-03
9.20000000e-01,0.00000000e+00,1.45156201e-05,5.75447972e-05,1.28383133e-04,2.26357356e-04,3.50569557e-04,4.99884078e-04,6.73185984e-04,8.69356128e-04,1.08697539e-03,1.32445196e-03,1.58041203e-03,1.85342092e-03,2.14152942e-03,2.44282268e-03,2.75579534e-03,3.07857376e-03,3.40907651e-03,3.74549948e-03,4.08574060e-03,4.42789833e-03
9.28000000e-01,0.00000000e+00,1.44866909e-05,5.73591196e-05,1.27847810e-04,2.25266787e-04,3.48707968e-04,4.96988013e-04,6.68942133e-04,8.63456883e-04,1.07915662e-03,1.31446492e-03,1.56799447e-03,1.83832089e-03,2.12352809e-03,2.42172748e-03,2.73145230e-03,3.05087458e-03,3.37792773e-03,3.71082201e-03,4.04748324e-03,4.38603548e-03
9.36000000e-01,0.00000000e+00,1.44836496e-05,5.72752521e-05,1.27535663e-04,2.24559546e-04,3.47423325e-04,4.94893270e-04,6.65752042e-04,8.58887710e-04,1.07296389e-03,1.30641590e-03,1.55783924e-03,1.82581782e-03,2.10846893e-03,2.40392882e-03,2.71076467e-03,3.02719089e-03,3.35115581e-03,3.68088537e-03,4.01433376e-03,4.34964925e-03
9.44000000e-01,0.00000000e+00,1.45062171e-05,5.72923796e-05,1.27445201e-04,2.24233091e-04,3.46711663e-04,4.93594669e-04,6.63610095e-04,8.55643182e-04,1.06839195e-03,1.30029952e-03,1.54994093e-03,1.81590685e-03,2.09634825e-03,2.38942454e-03,2.69373178e-03,3.00752329e-03,3.32876265e-03,3.65569298e-03,3.98629742e-03,4.31874688e-03
9.52000000e-01,0.00000000e+00,1.45540280e-05,5.74093639e-05,1.27574275e-04,2.24283839e-04,3.46567552e-04,4.93085029e-04,6.62507987e-04,8.53714368e-04,1.06543117e-03,1.29610524e-03,1.54428825e-03,1.80857642e-03,2.08715473e-03,2.37820381e-03,2.68034329e-03,2.99186182e-03,3.31073870e-03,3.63523590e-03,3.96336610e-03,4.29332117e-03
9.60000000e-01,0.00000000e+00,1.46266286e-05,5.76247395e-05,1.27920075e-04,2.24707176e-04,3.46984110e-04,4.93355198e-04,6.62434754e-04,8.53088861e-04,1.06406764e-03,1.29381741e-03,1.54086401e-03,1.80380828e-03,2.08086945e-03,2.37024720e-03,2.67057928e-03,2.98018602e-03,3.29706299e-03,3.61949284e-03,3.94551836e-03,4.27335057e-03
9.68000000e-01,0.00000000e+00,1.47234779e-05,5.79367154e-05,1.28479133e-04,2.25497464e-04,3.47953039e-04,4.94394087e-04,6.63376806e-04,8.53750810e-04,1.06428312e-03,1.29341533e-03,1.53964522e-03,1.80157757e-03,2.07746598e-03,2.36552677e-03,2.66441026e-03,2.97246492e-03,3.28770324e-03,3.60843031e-03,3.93271951e-03,4.25879922e-03
9.76000000e-01,0.00000000e+00,1.48439504e-05,5.83431832e-05,1.29247340e-04,2.26648063e-04,3.49464637e-04,4.96188703e-04,6.65317970e-04,8.55680967e-04,1.06605519e-03,1.29487329e-03,1.54060317e-03,1.80185293e-03,2.07691041e-03,2.36400609e-03,2.66179732e-03,2.96865726e-03,3.28261594e-03,3.60200267e-03,3.92492176e-03,4.24961711e-03
9.84000000e-01,0.00000000e+00,1.49873417e-05,5.88417317e-05,1.30219957e-04,2.28151349e-04,3.51507832e-04,4.98724176e-04,6.68239527e-04,8.58856742e-04,1.06935723e-03,1.29816066e-03,1.54370347e-03,1.80459653e-03,2.07916151e-03,2.36564039e-03,2.66269224e-03,2.96871153e-03,3.28174654e-03,3.60015232e-03,3.92206433e-03,4.24574020e-03
9.92000000e-01,0.00000000e+00,1.51528758e-05,5.94296650e-05,1.31391649e-04,2.29998741e-04,3.54070198e-04,5.01983795e-04,6.72120258e-04,8.63252266e-04,1.07415859e-03,1.30324202e-03,1.54890624e-03,1.80976422e-03,2.08417080e-03,2.37037670e-03,2.66703758e-03,2.97256615e-03,3.28502955e-03,3.60280982e-03,3.92407364e-03,4.24709063e-03
1.00000000e+00,0.00000000e+00,1.53397130e-05,6.01040247e-05,1.32756508e-04,2.32180727e-04,3.57137990e-04,5.05949035e-04,6.76936495e-04,8.68838468e-04,1.08042460e-03,1.31007720e-03,1.55616612e-03,1.81730565e-03,2.09188268e-03,2.37815394e-03,2.67476692e-03,2.98014969e-03,3.29238877e-03,3.60989415e-03,3.93086354e-03,4.25357692e-03
1.00800000e+00,0.00000000e+00,1.55469594e-05,6.08616149e-05,1.34308088e-04,2.34686897e-04,3.60696166e-04,5.10599595e-04,6.82662172e-04,8.75583152e-04,1.08811677e-03,1.31862150e-03,1.56543250e-03,1.82716435e-03,2.10223458e-03,2.38890317e-03,2.68580503e-03,2.99138104e-03,3.30373748e-03,3.62131288e-03,3.94233552e-03,4.26509429e-03
1.01600000e+00,0.00000000e+00,1.57736766e-05,6.16990276e-05,1.36039437e-04,2.37505976e-04,3.64728419e-04,5.15913434e-04,6.89268889e-04,8.83451099e-04,1.09719284e-03,1.32882573e-03,1.57664956e-03,1.83927793e-03,2.11515712e-03,2.40254768e-03,2.70006806e-03,3.00616966e-03,3.31897874e-03,3.63696247e-03,3.95837902e-03,4.28152489e-03
1.02400000e+00,0.00000000e+00,1.60188907e-05,6.26126680e-05,1.37943140e-04,2.40625860e-04,3.69217212e-04,5.21866810e-04,6.96725973e-04,8.92404159e-04,1.10760694e-03,1.34063644e-03,1.58975650e-03,1.85357819e-03,2.13057428e-03,2.41900328e-03,2.71746380e-03,3.02441582e-03,3.33800558e-03,3.65672849e-03,3.97887168e-03,4.30273816e-03
1.03200000e+00,0.00000000e+00,1.62816007e-05,6.35987788e-05,1.40011342e-04,2.44033650e-04,3.74143814e-04,5.28434335e-04,7.05000554e-04,9.02401365e-04,1.11930973e-03,1.35399601e-03,1.60468767e-03,1.86999132e-03,2.14840360e-03,2.43817850e-03,2.73789198e-03,3.04601092e-03,3.36070133e-03,3.68048596e-03,4.00367972e-03,4.32859122e-03
1.04000000e+00,0.00000000e+00,1.65607866e-05,6.46534626e-05,1.42235793e-04,2.47715696e-04,3.79488342e-04,5.35589017e-04,7.14057647e-04,9.13399044e-04,1.13224856e-03,1.36884287e-03,1.62137273e-03,1.88843806e-03,2.16855637e-03,2.45997484e-03,2.76124446e-03,3.07083774e-03,3.38693992e-03,3.70809969e-03,4.03265827e-03,4.35892923e-03
1.04800000e+00,0.00000000e+00,1.68554153e-05,6.57727010e-05,1.44607872e-04,2.51657629e-04,3.85229804e-04,5.43302330e-04,7.23860234e-04,9.25350947e-04,1.14636758e-03,1.38511163e-03,1.63973683e-03,1.90883391e-03,2.19093789e-03,2.48428702e-03,2.78740564e-03,3.09877079e-03,3.41658621e-03,3.73942459e-03,4.06565176e-03,4.39358585e-03
1.05600000e+00,0.00000000e+00,1.71644451e-05,6.69523712e-05,1.47118622e-04,2.55844409e-04,3.91346151e-04,5.51544272e-04,7.34369360e-04,9.38208367e-04,1.16160796e-03,1.40273326e-03,1.65970083e-03,1.93108935e-03,2.21544772e-03,2.51100332e-03,2.81625270e-03,3.12967664e-03,3.44949635e-03,3.77430606e-03,4.10249435e-03,4.43238370e-03
1.06400000e+00,0.00000000e+00,1.74868297e-05,6.81882590e-05,1.49758771e-04,2.60260358e-04,3.97814332e-04,5.60283442e-04,7.45544234e-04,9.51920283e-04,1.17790800e-03,1.42163531e-03,1.68118149e-03,1.95511006e-03,2.24197989e-03,2.54000583e-03,2.84765598e-03,3.16341428e-03,3.48551811e-03,3.81258040e-03,4.14301034e-03,4.47513486e-03
1.07200000e+00,0.00000000e+00,1.78215192e-05,6.94760689e-05,1.52518765e-04,2.64889209e-04,4.04610351e-04,5.69487119e-04,7.57342333e-04,9.66433491e-04,1.19520333e-03,1.44174207e-03,1.70409166e-03,1.98079712e-03,2.27042323e-03,2.57117080e-03,2.88147931e-03,3.19983551e-03,3.52449136e-03,3.85407520e-03,4.18701468e-03,4.52164134e-03
1.08000000e+00,0.00000000e+00,1.81674608e-05,7.08114304e-05,1.55388781e-04,2.69714145e-04,4.11709332e-04,5.79121345e-04,7.69719518e-04,9.81692752e-04,1.21342707e-03,1.46297479e-03,1.72834053e-03,2.00804733e-03,2.30066164e-03,2.60436896e-03,2.91758041e-03,3.23878528e-03,3.56624837e-03,3.89860984e-03,4.23431340e-03,4.57169569e-03
1.08800000e+00,0.00000000e+00,1.85235979e-05,7.21899031e-05,1.58358758e-04,2.74717845e-04,4.19085587e-04,5.89151017e-04,7.82630145e-04,9.97640931e-04,1.23251000e-03,1.48525184e-03,1.75383383e-03,2.03675342e-03,2.33257442e-03,2.63946590e-03,2.95581124e-03,3.28010217e-03,3.61061432e-03,3.94599586e-03,4.28470416e-03,4.62508152e-03
1.09600000e+00,0.00000000e+00,1.88888683e-05,7.36069791e-05,1.61418408e-04,2.79882527e-04,4.26712685e-04,5.99539983e-04,7.96027190e-04,1.01421916e-03,1.25238075e-03,1.50848897e-03,1.78047411e-03,2.06680437e-03,2.36603653e-03,2.67632238e-03,2.99601842e-03,3.32361874e-03,3.65740774e-03,3.99603756e-03,4.33797679e-03,4.68157408e-03
1.10400000e+00,0.00000000e+00,1.92622019e-05,7.50580834e-05,1.64557240e-04,2.85189996e-04,4.34563528e-04,6.10251141e-04,8.09862374e-04,1.03136697e-03,1.27296600e-03,1.53259951e-03,1.80816096e-03,2.09808566e-03,2.40091901e-03,2.71479474e-03,3.03804359e-03,3.36916202e-03,3.70644093e-03,4.04853239e-03,4.39391379e-03,4.74094086e-03
